
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ07894      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07895      6     crmn    10.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07896      6     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ07897      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07898      6     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ07899      6     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07900      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07901      6     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07902      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07903      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07904      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07905      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07906      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07907      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07908      6     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07909      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07910      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07911      6     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ07912      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07913      6     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ07914      6     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ07915      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07916      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07917      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07918      6     crsb   -50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07919      6     V3tb    50.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ07920      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07921      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07922      6     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07923      6     VBsb    50.00      flora     1.00     1.00            olivedrab       bush      small     blinding
Object:   OBJ07924      6     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07925      6     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ07926      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07927      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07928      6     crm5    10.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Object:   OBJ07929      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07930      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07931      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07932      6     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ07933      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07934      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07935      6     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07936      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07937      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07938      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07939      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07940      6     d3s5   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small     5candela
Object:   OBJ07941      6     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ07942      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07943      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07944      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07945      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07946      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07947      6     cBsb    50.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ07948      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07949      6     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07950      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07951      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07952      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07953      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07954      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07955      6     c3s5    50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ07956      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07957      6     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
